s,d
http://www.wikidata.org/entity/Q684746,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q2536133,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q2755034,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q3531779,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q3922202,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q6367647,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q6851228,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q24951668,1990-12-27T00:00:00Z
http://www.wikidata.org/entity/Q213427,1990-12-26T00:00:00Z
http://www.wikidata.org/entity/Q1821984,1990-12-26T00:00:00Z
http://www.wikidata.org/entity/Q7697931,1990-12-26T00:00:00Z
http://www.wikidata.org/entity/Q17183020,1990-12-26T00:00:00Z
http://www.wikidata.org/entity/Q511913,1990-12-25T00:00:00Z
http://www.wikidata.org/entity/Q5511354,1990-12-25T00:00:00Z
http://www.wikidata.org/entity/Q6891073,1990-12-25T00:00:00Z
http://www.wikidata.org/entity/Q492396,1990-12-24T00:00:00Z
http://www.wikidata.org/entity/Q1392683,1990-12-24T00:00:00Z
http://www.wikidata.org/entity/Q3041875,1990-12-24T00:00:00Z
http://www.wikidata.org/entity/Q233412,1990-12-23T00:00:00Z
http://www.wikidata.org/entity/Q1647379,1990-12-23T00:00:00Z
http://www.wikidata.org/entity/Q18637458,1990-12-23T00:00:00Z
http://www.wikidata.org/entity/Q293483,1990-12-22T00:00:00Z
http://www.wikidata.org/entity/Q356301,1990-12-22T00:00:00Z
http://www.wikidata.org/entity/Q1526463,1990-12-22T00:00:00Z
http://www.wikidata.org/entity/Q5252631,1990-12-22T00:00:00Z
http://www.wikidata.org/entity/Q7088224,1990-12-22T00:00:00Z
http://www.wikidata.org/entity/Q10554003,1990-12-22T00:00:00Z
http://www.wikidata.org/entity/Q215219,1990-12-20T00:00:00Z
http://www.wikidata.org/entity/Q26217931,1990-12-20T00:00:00Z
http://www.wikidata.org/entity/Q3217061,1990-12-19T00:00:00Z
http://www.wikidata.org/entity/Q4665841,1990-12-19T00:00:00Z
http://www.wikidata.org/entity/Q4712159,1990-12-19T00:00:00Z
http://www.wikidata.org/entity/Q5108537,1990-12-19T00:00:00Z
http://www.wikidata.org/entity/Q5964210,1990-12-19T00:00:00Z
http://www.wikidata.org/entity/Q6860535,1990-12-18T00:00:00Z
http://www.wikidata.org/entity/Q16234670,1990-12-18T00:00:00Z
http://www.wikidata.org/entity/Q553696,1990-12-17T00:00:00Z
http://www.wikidata.org/entity/Q4696784,1990-12-17T00:00:00Z
http://www.wikidata.org/entity/Q13858197,1990-12-17T00:00:00Z
http://www.wikidata.org/entity/Q2040915,1990-12-16T00:00:00Z
http://www.wikidata.org/entity/Q10496774,1990-12-16T00:00:00Z
http://www.wikidata.org/entity/Q3013456,1990-12-15T00:00:00Z
http://www.wikidata.org/entity/Q5135995,1990-12-15T00:00:00Z
http://www.wikidata.org/entity/Q6176436,1990-12-15T00:00:00Z
http://www.wikidata.org/entity/Q6182314,1990-12-15T00:00:00Z
http://www.wikidata.org/entity/Q6743475,1990-12-15T00:00:00Z
http://www.wikidata.org/entity/Q4837389,1990-12-14T00:00:00Z
http://www.wikidata.org/entity/Q5547182,1990-12-14T00:00:00Z
http://www.wikidata.org/entity/Q7451719,1990-12-14T00:00:00Z
http://www.wikidata.org/entity/Q19636089,1990-12-14T00:00:00Z
http://www.wikidata.org/entity/Q1122808,1990-12-13T00:00:00Z
http://www.wikidata.org/entity/Q5170329,1990-12-13T00:00:00Z
http://www.wikidata.org/entity/Q2625566,1990-12-12T00:00:00Z
http://www.wikidata.org/entity/Q5132617,1990-12-12T00:00:00Z
http://www.wikidata.org/entity/Q1546943,1990-12-11T00:00:00Z
http://www.wikidata.org/entity/Q4726045,1990-12-11T00:00:00Z
http://www.wikidata.org/entity/Q513859,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q3468481,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q4721969,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q5220406,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q5648890,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q7943694,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q22668325,1990-12-10T00:00:00Z
http://www.wikidata.org/entity/Q659282,1990-12-09T00:00:00Z
http://www.wikidata.org/entity/Q5277452,1990-12-09T00:00:00Z
http://www.wikidata.org/entity/Q7092229,1990-12-09T00:00:00Z
http://www.wikidata.org/entity/Q18920915,1990-12-08T00:00:00Z
http://www.wikidata.org/entity/Q22812674,1990-12-08T00:00:00Z
http://www.wikidata.org/entity/Q19406,1990-12-07T00:00:00Z
http://www.wikidata.org/entity/Q444342,1990-12-07T00:00:00Z
http://www.wikidata.org/entity/Q7035708,1990-12-07T00:00:00Z
http://www.wikidata.org/entity/Q16154592,1990-12-07T00:00:00Z
http://www.wikidata.org/entity/Q3322613,1990-12-05T00:00:00Z
http://www.wikidata.org/entity/Q22087789,1990-12-05T00:00:00Z
http://www.wikidata.org/entity/Q5993698,1990-12-04T00:00:00Z
http://www.wikidata.org/entity/Q5237317,1990-12-03T00:00:00Z
http://www.wikidata.org/entity/Q5428168,1990-12-03T00:00:00Z
http://www.wikidata.org/entity/Q15966869,1990-12-03T00:00:00Z
http://www.wikidata.org/entity/Q17306344,1990-12-03T00:00:00Z
http://www.wikidata.org/entity/Q6404530,1990-12-02T00:00:00Z
http://www.wikidata.org/entity/Q7442434,1990-12-02T00:00:00Z
http://www.wikidata.org/entity/Q166374,1990-12-01T00:00:00Z
http://www.wikidata.org/entity/Q235158,1990-12-01T00:00:00Z
http://www.wikidata.org/entity/Q6915626,1990-12-01T00:00:00Z
http://www.wikidata.org/entity/Q651433,1990-11-30T00:00:00Z
http://www.wikidata.org/entity/Q3851847,1990-11-30T00:00:00Z
http://www.wikidata.org/entity/Q5549825,1990-11-30T00:00:00Z
http://www.wikidata.org/entity/Q17634823,1990-11-30T00:00:00Z
http://www.wikidata.org/entity/Q1342932,1990-11-29T00:00:00Z
http://www.wikidata.org/entity/Q4661852,1990-11-29T00:00:00Z
http://www.wikidata.org/entity/Q6160076,1990-11-29T00:00:00Z
http://www.wikidata.org/entity/Q16208889,1990-11-29T00:00:00Z
http://www.wikidata.org/entity/Q16233184,1990-11-29T00:00:00Z
http://www.wikidata.org/entity/Q1631910,1990-11-28T00:00:00Z
http://www.wikidata.org/entity/Q2641153,1990-11-28T00:00:00Z
http://www.wikidata.org/entity/Q3478494,1990-11-28T00:00:00Z
http://www.wikidata.org/entity/Q3807047,1990-11-28T00:00:00Z
http://www.wikidata.org/entity/Q15733819,1990-11-28T00:00:00Z
http://www.wikidata.org/entity/Q4621784,1990-11-27T00:00:00Z
http://www.wikidata.org/entity/Q11722366,1990-11-27T00:00:00Z
http://www.wikidata.org/entity/Q20873492,1990-11-27T00:00:00Z
http://www.wikidata.org/entity/Q21005462,1990-11-27T00:00:00Z
http://www.wikidata.org/entity/Q302046,1990-11-26T00:00:00Z
http://www.wikidata.org/entity/Q1709109,1990-11-26T00:00:00Z
http://www.wikidata.org/entity/Q18001175,1990-11-26T00:00:00Z
http://www.wikidata.org/entity/Q975591,1990-11-25T00:00:00Z
http://www.wikidata.org/entity/Q5441001,1990-11-25T00:00:00Z
http://www.wikidata.org/entity/Q7959379,1990-11-25T00:00:00Z
http://www.wikidata.org/entity/Q18758223,1990-11-25T00:00:00Z
http://www.wikidata.org/entity/Q643356,1990-11-24T00:00:00Z
http://www.wikidata.org/entity/Q3177501,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q6894084,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q7800075,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q15051264,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q15222023,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q16233661,1990-11-23T00:00:00Z
http://www.wikidata.org/entity/Q3496109,1990-11-22T00:00:00Z
http://www.wikidata.org/entity/Q4962182,1990-11-22T00:00:00Z
http://www.wikidata.org/entity/Q5493600,1990-11-22T00:00:00Z
http://www.wikidata.org/entity/Q6314800,1990-11-22T00:00:00Z
http://www.wikidata.org/entity/Q7606597,1990-11-22T00:00:00Z
http://www.wikidata.org/entity/Q17285288,1990-11-22T00:00:00Z
http://www.wikidata.org/entity/Q202254,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q290315,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q931151,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q2059420,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q2607386,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q4721351,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q4977344,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q6176366,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q6795064,1990-11-21T00:00:00Z
http://www.wikidata.org/entity/Q1811788,1990-11-20T00:00:00Z
http://www.wikidata.org/entity/Q4853259,1990-11-20T00:00:00Z
http://www.wikidata.org/entity/Q6114773,1990-11-20T00:00:00Z
http://www.wikidata.org/entity/Q6215342,1990-11-20T00:00:00Z
http://www.wikidata.org/entity/Q7175116,1990-11-20T00:00:00Z
http://www.wikidata.org/entity/Q14441234,1990-11-20T00:00:00Z
http://www.wikidata.org/entity/Q436508,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q527195,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q1338734,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q4696744,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q5119189,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q7961931,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q17987425,1990-11-19T00:00:00Z
http://www.wikidata.org/entity/Q48838,1990-11-18T00:00:00Z
http://www.wikidata.org/entity/Q483974,1990-11-18T00:00:00Z
http://www.wikidata.org/entity/Q5492446,1990-11-18T00:00:00Z
http://www.wikidata.org/entity/Q6125599,1990-11-18T00:00:00Z
http://www.wikidata.org/entity/Q2122773,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q5285520,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q5297823,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q6764957,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q13003328,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q16233272,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q19628963,1990-11-17T00:00:00Z
http://www.wikidata.org/entity/Q905023,1990-11-16T00:00:00Z
http://www.wikidata.org/entity/Q6732320,1990-11-16T00:00:00Z
http://www.wikidata.org/entity/Q6834679,1990-11-16T00:00:00Z
http://www.wikidata.org/entity/Q7312646,1990-11-16T00:00:00Z
http://www.wikidata.org/entity/Q439676,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q454883,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q1736508,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q1751195,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q5219515,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q5301307,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q7289950,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q7340861,1990-11-15T00:00:00Z
http://www.wikidata.org/entity/Q49802,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q524870,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1873223,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q3645936,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q3808814,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q5048553,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q7379244,1990-11-14T00:00:00Z
http://www.wikidata.org/entity/Q582094,1990-11-13T00:00:00Z
http://www.wikidata.org/entity/Q1377825,1990-11-13T00:00:00Z
http://www.wikidata.org/entity/Q6781908,1990-11-13T00:00:00Z
http://www.wikidata.org/entity/Q7416716,1990-11-13T00:00:00Z
http://www.wikidata.org/entity/Q8991083,1990-11-13T00:00:00Z
http://www.wikidata.org/entity/Q5238868,1990-11-12T00:00:00Z
http://www.wikidata.org/entity/Q10555413,1990-11-12T00:00:00Z
http://www.wikidata.org/entity/Q20065208,1990-11-12T00:00:00Z
http://www.wikidata.org/entity/Q7363109,1990-11-11T00:00:00Z
http://www.wikidata.org/entity/Q10524949,1990-11-11T00:00:00Z
http://www.wikidata.org/entity/Q292409,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q499258,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q3724672,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q6117806,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q6791244,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q7343355,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q18550576,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q26775235,1990-11-10T00:00:00Z
http://www.wikidata.org/entity/Q4695796,1990-11-09T00:00:00Z
http://www.wikidata.org/entity/Q5111871,1990-11-09T00:00:00Z
http://www.wikidata.org/entity/Q7028171,1990-11-09T00:00:00Z
http://www.wikidata.org/entity/Q6139190,1990-11-08T00:00:00Z
http://www.wikidata.org/entity/Q8080972,1990-11-08T00:00:00Z
http://www.wikidata.org/entity/Q150268,1990-11-07T00:00:00Z
http://www.wikidata.org/entity/Q807859,1990-11-07T00:00:00Z
http://www.wikidata.org/entity/Q5178647,1990-11-07T00:00:00Z
http://www.wikidata.org/entity/Q6989447,1990-11-07T00:00:00Z
http://www.wikidata.org/entity/Q8021436,1990-11-07T00:00:00Z
http://www.wikidata.org/entity/Q820155,1990-11-05T00:00:00Z
http://www.wikidata.org/entity/Q2507408,1990-11-05T00:00:00Z
http://www.wikidata.org/entity/Q5107030,1990-11-05T00:00:00Z
http://www.wikidata.org/entity/Q458055,1990-11-04T00:00:00Z
http://www.wikidata.org/entity/Q10523899,1990-11-04T00:00:00Z
http://www.wikidata.org/entity/Q17489711,1990-11-04T00:00:00Z
http://www.wikidata.org/entity/Q645306,1990-11-03T00:00:00Z
http://www.wikidata.org/entity/Q2899543,1990-11-03T00:00:00Z
http://www.wikidata.org/entity/Q3450650,1990-11-03T00:00:00Z
http://www.wikidata.org/entity/Q10525741,1990-11-03T00:00:00Z
http://www.wikidata.org/entity/Q1440615,1990-11-02T00:00:00Z
http://www.wikidata.org/entity/Q2260880,1990-11-02T00:00:00Z
http://www.wikidata.org/entity/Q2607386,1990-11-02T00:00:00Z
http://www.wikidata.org/entity/Q5219214,1990-11-02T00:00:00Z
http://www.wikidata.org/entity/Q5932692,1990-11-02T00:00:00Z
http://www.wikidata.org/entity/Q10450194,1990-11-02T00:00:00Z
http://www.wikidata.org/entity/Q632748,1990-11-01T00:00:00Z
http://www.wikidata.org/entity/Q1024180,1990-11-01T00:00:00Z
http://www.wikidata.org/entity/Q18630809,1990-11-01T00:00:00Z
http://www.wikidata.org/entity/Q20676293,1990-11-01T00:00:00Z
http://www.wikidata.org/entity/Q6997667,1990-10-31T00:00:00Z
http://www.wikidata.org/entity/Q7681989,1990-10-31T00:00:00Z
http://www.wikidata.org/entity/Q20631185,1990-10-31T00:00:00Z
http://www.wikidata.org/entity/Q26611719,1990-10-31T00:00:00Z
http://www.wikidata.org/entity/Q942191,1990-10-30T00:00:00Z
http://www.wikidata.org/entity/Q4741356,1990-10-30T00:00:00Z
http://www.wikidata.org/entity/Q5024034,1990-10-30T00:00:00Z
http://www.wikidata.org/entity/Q6813456,1990-10-30T00:00:00Z
http://www.wikidata.org/entity/Q7283390,1990-10-30T00:00:00Z
http://www.wikidata.org/entity/Q26509692,1990-10-30T00:00:00Z
http://www.wikidata.org/entity/Q1347074,1990-10-29T00:00:00Z
http://www.wikidata.org/entity/Q4805769,1990-10-29T00:00:00Z
http://www.wikidata.org/entity/Q5239681,1990-10-29T00:00:00Z
http://www.wikidata.org/entity/Q2052988,1990-10-28T00:00:00Z
http://www.wikidata.org/entity/Q7860182,1990-10-28T00:00:00Z
http://www.wikidata.org/entity/Q19864809,1990-10-28T00:00:00Z
http://www.wikidata.org/entity/Q1164006,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q1380503,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q1397245,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q2437615,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q4810623,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q5277578,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q19662912,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q19861747,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q20090306,1990-10-27T00:00:00Z
http://www.wikidata.org/entity/Q2097156,1990-10-26T00:00:00Z
http://www.wikidata.org/entity/Q3061344,1990-10-26T00:00:00Z
http://www.wikidata.org/entity/Q6140271,1990-10-26T00:00:00Z
http://www.wikidata.org/entity/Q6539547,1990-10-26T00:00:00Z
http://www.wikidata.org/entity/Q17101741,1990-10-26T00:00:00Z
http://www.wikidata.org/entity/Q2621479,1990-10-25T00:00:00Z
http://www.wikidata.org/entity/Q3917795,1990-10-25T00:00:00Z
http://www.wikidata.org/entity/Q17541187,1990-10-25T00:00:00Z
http://www.wikidata.org/entity/Q21621139,1990-10-25T00:00:00Z
http://www.wikidata.org/entity/Q3556970,1990-10-24T00:00:00Z
http://www.wikidata.org/entity/Q6758532,1990-10-24T00:00:00Z
http://www.wikidata.org/entity/Q7179634,1990-10-24T00:00:00Z
http://www.wikidata.org/entity/Q20204385,1990-10-24T00:00:00Z
http://www.wikidata.org/entity/Q737691,1990-10-23T00:00:00Z
http://www.wikidata.org/entity/Q942151,1990-10-23T00:00:00Z
http://www.wikidata.org/entity/Q2477893,1990-10-23T00:00:00Z
http://www.wikidata.org/entity/Q4775535,1990-10-23T00:00:00Z
http://www.wikidata.org/entity/Q4925673,1990-10-23T00:00:00Z
http://www.wikidata.org/entity/Q5934653,1990-10-23T00:00:00Z
http://www.wikidata.org/entity/Q5209785,1990-10-22T00:00:00Z
http://www.wikidata.org/entity/Q5213577,1990-10-22T00:00:00Z
http://www.wikidata.org/entity/Q6894876,1990-10-22T00:00:00Z
http://www.wikidata.org/entity/Q212421,1990-10-21T00:00:00Z
http://www.wikidata.org/entity/Q1688238,1990-10-21T00:00:00Z
http://www.wikidata.org/entity/Q2468857,1990-10-21T00:00:00Z
http://www.wikidata.org/entity/Q4736697,1990-10-21T00:00:00Z
http://www.wikidata.org/entity/Q2835788,1990-10-20T00:00:00Z
http://www.wikidata.org/entity/Q5414971,1990-10-20T00:00:00Z
http://www.wikidata.org/entity/Q6967188,1990-10-20T00:00:00Z
http://www.wikidata.org/entity/Q7077677,1990-10-20T00:00:00Z
http://www.wikidata.org/entity/Q7530895,1990-10-20T00:00:00Z
http://www.wikidata.org/entity/Q10509725,1990-10-20T00:00:00Z
http://www.wikidata.org/entity/Q3342286,1990-10-19T00:00:00Z
http://www.wikidata.org/entity/Q5194958,1990-10-19T00:00:00Z
http://www.wikidata.org/entity/Q265109,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q378968,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q932907,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q1574173,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q2020802,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q3321540,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q5220507,1990-10-18T00:00:00Z
http://www.wikidata.org/entity/Q127613,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q523725,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q1726219,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q1741544,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q5106387,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q6968245,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q7364899,1990-10-17T00:00:00Z
http://www.wikidata.org/entity/Q52005,1990-10-16T00:00:00Z
http://www.wikidata.org/entity/Q190957,1990-10-16T00:00:00Z
http://www.wikidata.org/entity/Q2418165,1990-10-16T00:00:00Z
http://www.wikidata.org/entity/Q15156917,1990-10-16T00:00:00Z
http://www.wikidata.org/entity/Q18390410,1990-10-16T00:00:00Z
http://www.wikidata.org/entity/Q2835774,1990-10-15T00:00:00Z
http://www.wikidata.org/entity/Q6434741,1990-10-15T00:00:00Z
http://www.wikidata.org/entity/Q378968,1990-10-14T00:00:00Z
http://www.wikidata.org/entity/Q662287,1990-10-14T00:00:00Z
http://www.wikidata.org/entity/Q2324465,1990-10-14T00:00:00Z
http://www.wikidata.org/entity/Q14917949,1990-10-14T00:00:00Z
http://www.wikidata.org/entity/Q5048580,1990-10-13T00:00:00Z
http://www.wikidata.org/entity/Q179268,1990-10-12T00:00:00Z
http://www.wikidata.org/entity/Q4277577,1990-10-12T00:00:00Z
http://www.wikidata.org/entity/Q7307948,1990-10-12T00:00:00Z
http://www.wikidata.org/entity/Q16212675,1990-10-12T00:00:00Z
http://www.wikidata.org/entity/Q1284493,1990-10-11T00:00:00Z
http://www.wikidata.org/entity/Q20745299,1990-10-11T00:00:00Z
http://www.wikidata.org/entity/Q1008379,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q2378199,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q3183328,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q3741814,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q7506903,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q7916677,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q17403446,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q18098711,1990-10-10T00:00:00Z
http://www.wikidata.org/entity/Q5026378,1990-10-09T00:00:00Z
http://www.wikidata.org/entity/Q195292,1990-10-08T00:00:00Z
http://www.wikidata.org/entity/Q862909,1990-10-08T00:00:00Z
http://www.wikidata.org/entity/Q1730695,1990-10-08T00:00:00Z
http://www.wikidata.org/entity/Q7816525,1990-10-08T00:00:00Z
http://www.wikidata.org/entity/Q509017,1990-10-07T00:00:00Z
http://www.wikidata.org/entity/Q1195195,1990-10-07T00:00:00Z
http://www.wikidata.org/entity/Q5217892,1990-10-07T00:00:00Z
http://www.wikidata.org/entity/Q6312657,1990-10-07T00:00:00Z
http://www.wikidata.org/entity/Q1719496,1990-10-06T00:00:00Z
http://www.wikidata.org/entity/Q6094899,1990-10-06T00:00:00Z
http://www.wikidata.org/entity/Q367654,1990-10-05T00:00:00Z
http://www.wikidata.org/entity/Q883242,1990-10-05T00:00:00Z
http://www.wikidata.org/entity/Q2625422,1990-10-05T00:00:00Z
http://www.wikidata.org/entity/Q5739306,1990-10-05T00:00:00Z
http://www.wikidata.org/entity/Q7790385,1990-10-05T00:00:00Z
http://www.wikidata.org/entity/Q6758826,1990-10-04T00:00:00Z
http://www.wikidata.org/entity/Q7383907,1990-10-04T00:00:00Z
http://www.wikidata.org/entity/Q8053114,1990-10-04T00:00:00Z
http://www.wikidata.org/entity/Q16235156,1990-10-04T00:00:00Z
http://www.wikidata.org/entity/Q21621440,1990-10-04T00:00:00Z
http://www.wikidata.org/entity/Q3147932,1990-10-03T00:00:00Z
http://www.wikidata.org/entity/Q5294431,1990-10-03T00:00:00Z
http://www.wikidata.org/entity/Q6348055,1990-10-03T00:00:00Z
http://www.wikidata.org/entity/Q7087625,1990-10-03T00:00:00Z
http://www.wikidata.org/entity/Q6702426,1990-10-02T00:00:00Z
http://www.wikidata.org/entity/Q7312317,1990-10-02T00:00:00Z
http://www.wikidata.org/entity/Q673054,1990-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1392235,1990-10-01T00:00:00Z
http://www.wikidata.org/entity/Q2046429,1990-10-01T00:00:00Z
http://www.wikidata.org/entity/Q3374050,1990-10-01T00:00:00Z
http://www.wikidata.org/entity/Q7086156,1990-10-01T00:00:00Z
http://www.wikidata.org/entity/Q443646,1990-09-30T00:00:00Z
http://www.wikidata.org/entity/Q1342307,1990-09-30T00:00:00Z
http://www.wikidata.org/entity/Q5236016,1990-09-30T00:00:00Z
http://www.wikidata.org/entity/Q512663,1990-09-29T00:00:00Z
http://www.wikidata.org/entity/Q1291683,1990-09-29T00:00:00Z
http://www.wikidata.org/entity/Q6165449,1990-09-29T00:00:00Z
http://www.wikidata.org/entity/Q7820566,1990-09-29T00:00:00Z
http://www.wikidata.org/entity/Q11391303,1990-09-29T00:00:00Z
http://www.wikidata.org/entity/Q3703079,1990-09-28T00:00:00Z
http://www.wikidata.org/entity/Q5216873,1990-09-28T00:00:00Z
http://www.wikidata.org/entity/Q6989161,1990-09-28T00:00:00Z
http://www.wikidata.org/entity/Q7599001,1990-09-28T00:00:00Z
http://www.wikidata.org/entity/Q2474222,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q4805380,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q5341352,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q7292119,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q7451472,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q22672320,1990-09-27T00:00:00Z
http://www.wikidata.org/entity/Q181675,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q377150,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q701458,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q793807,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q7147207,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q16729994,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q18631534,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q22957771,1990-09-26T00:00:00Z
http://www.wikidata.org/entity/Q2056150,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q3622940,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q3838494,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q5338024,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q7286466,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q7411126,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q7676801,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q8063711,1990-09-25T00:00:00Z
http://www.wikidata.org/entity/Q5622282,1990-09-24T00:00:00Z
http://www.wikidata.org/entity/Q7171436,1990-09-24T00:00:00Z
http://www.wikidata.org/entity/Q7702328,1990-09-24T00:00:00Z
http://www.wikidata.org/entity/Q1994623,1990-09-23T00:00:00Z
http://www.wikidata.org/entity/Q6433629,1990-09-23T00:00:00Z
http://www.wikidata.org/entity/Q219025,1990-09-22T00:00:00Z
http://www.wikidata.org/entity/Q1682533,1990-09-22T00:00:00Z
http://www.wikidata.org/entity/Q2790091,1990-09-22T00:00:00Z
http://www.wikidata.org/entity/Q5256584,1990-09-22T00:00:00Z
http://www.wikidata.org/entity/Q7450495,1990-09-22T00:00:00Z
http://www.wikidata.org/entity/Q11995413,1990-09-22T00:00:00Z
http://www.wikidata.org/entity/Q5240892,1990-09-21T00:00:00Z
http://www.wikidata.org/entity/Q5474994,1990-09-21T00:00:00Z
http://www.wikidata.org/entity/Q7836400,1990-09-21T00:00:00Z
