s,d
http://www.wikidata.org/entity/Q5140477,1992-10-05T00:00:00Z
http://www.wikidata.org/entity/Q6757534,1992-10-05T00:00:00Z
http://www.wikidata.org/entity/Q4790836,1992-10-04T00:00:00Z
http://www.wikidata.org/entity/Q4682624,1992-10-03T00:00:00Z
http://www.wikidata.org/entity/Q4766075,1992-10-03T00:00:00Z
http://www.wikidata.org/entity/Q6698507,1992-10-02T00:00:00Z
http://www.wikidata.org/entity/Q472505,1992-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1713691,1992-10-01T00:00:00Z
http://www.wikidata.org/entity/Q3891045,1992-10-01T00:00:00Z
http://www.wikidata.org/entity/Q6519926,1992-10-01T00:00:00Z
http://www.wikidata.org/entity/Q7090164,1992-10-01T00:00:00Z
http://www.wikidata.org/entity/Q3743334,1992-09-30T00:00:00Z
http://www.wikidata.org/entity/Q4962893,1992-09-30T00:00:00Z
http://www.wikidata.org/entity/Q5201080,1992-09-30T00:00:00Z
http://www.wikidata.org/entity/Q6147106,1992-09-30T00:00:00Z
http://www.wikidata.org/entity/Q1739641,1992-09-29T00:00:00Z
http://www.wikidata.org/entity/Q4772345,1992-09-29T00:00:00Z
http://www.wikidata.org/entity/Q6706809,1992-09-29T00:00:00Z
http://www.wikidata.org/entity/Q16235799,1992-09-29T00:00:00Z
http://www.wikidata.org/entity/Q18758217,1992-09-29T00:00:00Z
http://www.wikidata.org/entity/Q2113782,1992-09-28T00:00:00Z
http://www.wikidata.org/entity/Q18745732,1992-09-28T00:00:00Z
http://www.wikidata.org/entity/Q765388,1992-09-27T00:00:00Z
http://www.wikidata.org/entity/Q6124593,1992-09-27T00:00:00Z
http://www.wikidata.org/entity/Q7147143,1992-09-26T00:00:00Z
http://www.wikidata.org/entity/Q1765410,1992-09-25T00:00:00Z
http://www.wikidata.org/entity/Q6784737,1992-09-25T00:00:00Z
http://www.wikidata.org/entity/Q7442406,1992-09-24T00:00:00Z
http://www.wikidata.org/entity/Q7806830,1992-09-24T00:00:00Z
http://www.wikidata.org/entity/Q1711035,1992-09-23T00:00:00Z
http://www.wikidata.org/entity/Q6172639,1992-09-23T00:00:00Z
http://www.wikidata.org/entity/Q6500724,1992-09-22T00:00:00Z
http://www.wikidata.org/entity/Q21622541,1992-09-22T00:00:00Z
http://www.wikidata.org/entity/Q4726869,1992-09-21T00:00:00Z
http://www.wikidata.org/entity/Q7312065,1992-09-21T00:00:00Z
http://www.wikidata.org/entity/Q7369365,1992-09-21T00:00:00Z
http://www.wikidata.org/entity/Q16098027,1992-09-21T00:00:00Z
http://www.wikidata.org/entity/Q672388,1992-09-19T00:00:00Z
http://www.wikidata.org/entity/Q6386478,1992-09-19T00:00:00Z
http://www.wikidata.org/entity/Q10510139,1992-09-19T00:00:00Z
http://www.wikidata.org/entity/Q1342780,1992-09-18T00:00:00Z
http://www.wikidata.org/entity/Q4773523,1992-09-18T00:00:00Z
http://www.wikidata.org/entity/Q10299231,1992-09-18T00:00:00Z
http://www.wikidata.org/entity/Q497131,1992-09-17T00:00:00Z
http://www.wikidata.org/entity/Q1490916,1992-09-17T00:00:00Z
http://www.wikidata.org/entity/Q16935088,1992-09-17T00:00:00Z
http://www.wikidata.org/entity/Q2106995,1992-09-16T00:00:00Z
http://www.wikidata.org/entity/Q5483819,1992-09-16T00:00:00Z
http://www.wikidata.org/entity/Q6129486,1992-09-16T00:00:00Z
http://www.wikidata.org/entity/Q19865520,1992-09-16T00:00:00Z
http://www.wikidata.org/entity/Q21344522,1992-09-15T00:00:00Z
http://www.wikidata.org/entity/Q1876357,1992-09-14T00:00:00Z
http://www.wikidata.org/entity/Q2993488,1992-09-14T00:00:00Z
http://www.wikidata.org/entity/Q6772529,1992-09-14T00:00:00Z
http://www.wikidata.org/entity/Q18002292,1992-09-14T00:00:00Z
http://www.wikidata.org/entity/Q923638,1992-09-13T00:00:00Z
http://www.wikidata.org/entity/Q16234678,1992-09-13T00:00:00Z
http://www.wikidata.org/entity/Q1276919,1992-09-11T00:00:00Z
http://www.wikidata.org/entity/Q5089627,1992-09-11T00:00:00Z
http://www.wikidata.org/entity/Q3431079,1992-09-10T00:00:00Z
http://www.wikidata.org/entity/Q4296732,1992-09-10T00:00:00Z
http://www.wikidata.org/entity/Q511997,1992-09-09T00:00:00Z
http://www.wikidata.org/entity/Q1587864,1992-09-09T00:00:00Z
http://www.wikidata.org/entity/Q4715193,1992-09-09T00:00:00Z
http://www.wikidata.org/entity/Q5026222,1992-09-09T00:00:00Z
http://www.wikidata.org/entity/Q7519278,1992-09-09T00:00:00Z
http://www.wikidata.org/entity/Q547194,1992-09-08T00:00:00Z
http://www.wikidata.org/entity/Q1564529,1992-09-08T00:00:00Z
http://www.wikidata.org/entity/Q4702006,1992-09-06T00:00:00Z
http://www.wikidata.org/entity/Q5427885,1992-09-06T00:00:00Z
http://www.wikidata.org/entity/Q6751988,1992-09-06T00:00:00Z
http://www.wikidata.org/entity/Q6125531,1992-09-05T00:00:00Z
http://www.wikidata.org/entity/Q18637171,1992-09-05T00:00:00Z
http://www.wikidata.org/entity/Q289740,1992-09-04T00:00:00Z
http://www.wikidata.org/entity/Q5525996,1992-09-03T00:00:00Z
http://www.wikidata.org/entity/Q10513355,1992-09-03T00:00:00Z
http://www.wikidata.org/entity/Q5026226,1992-09-02T00:00:00Z
http://www.wikidata.org/entity/Q5216591,1992-09-02T00:00:00Z
http://www.wikidata.org/entity/Q17465711,1992-09-02T00:00:00Z
http://www.wikidata.org/entity/Q7306572,1992-09-01T00:00:00Z
http://www.wikidata.org/entity/Q7820627,1992-09-01T00:00:00Z
http://www.wikidata.org/entity/Q22244588,1992-08-31T00:00:00Z
http://www.wikidata.org/entity/Q16224333,1992-08-30T00:00:00Z
http://www.wikidata.org/entity/Q534243,1992-08-29T00:00:00Z
http://www.wikidata.org/entity/Q4906595,1992-08-29T00:00:00Z
http://www.wikidata.org/entity/Q707193,1992-08-28T00:00:00Z
http://www.wikidata.org/entity/Q736301,1992-08-28T00:00:00Z
http://www.wikidata.org/entity/Q5287352,1992-08-28T00:00:00Z
http://www.wikidata.org/entity/Q6084996,1992-08-28T00:00:00Z
http://www.wikidata.org/entity/Q16873020,1992-08-28T00:00:00Z
http://www.wikidata.org/entity/Q40638,1992-08-27T00:00:00Z
http://www.wikidata.org/entity/Q1948010,1992-08-27T00:00:00Z
http://www.wikidata.org/entity/Q5212242,1992-08-27T00:00:00Z
http://www.wikidata.org/entity/Q22340372,1992-08-27T00:00:00Z
http://www.wikidata.org/entity/Q153137,1992-08-25T00:00:00Z
http://www.wikidata.org/entity/Q666506,1992-08-25T00:00:00Z
http://www.wikidata.org/entity/Q923744,1992-08-25T00:00:00Z
http://www.wikidata.org/entity/Q2701593,1992-08-25T00:00:00Z
http://www.wikidata.org/entity/Q640177,1992-08-24T00:00:00Z
http://www.wikidata.org/entity/Q1457139,1992-08-24T00:00:00Z
http://www.wikidata.org/entity/Q1421716,1992-08-23T00:00:00Z
http://www.wikidata.org/entity/Q1665252,1992-08-23T00:00:00Z
http://www.wikidata.org/entity/Q3132974,1992-08-23T00:00:00Z
http://www.wikidata.org/entity/Q3616081,1992-08-23T00:00:00Z
http://www.wikidata.org/entity/Q4189524,1992-08-23T00:00:00Z
http://www.wikidata.org/entity/Q5162051,1992-08-23T00:00:00Z
http://www.wikidata.org/entity/Q6795238,1992-08-22T00:00:00Z
http://www.wikidata.org/entity/Q2118568,1992-08-21T00:00:00Z
http://www.wikidata.org/entity/Q3607707,1992-08-21T00:00:00Z
http://www.wikidata.org/entity/Q7087419,1992-08-21T00:00:00Z
http://www.wikidata.org/entity/Q15984085,1992-08-21T00:00:00Z
http://www.wikidata.org/entity/Q256604,1992-08-20T00:00:00Z
http://www.wikidata.org/entity/Q1027353,1992-08-20T00:00:00Z
http://www.wikidata.org/entity/Q6006585,1992-08-19T00:00:00Z
http://www.wikidata.org/entity/Q6835860,1992-08-19T00:00:00Z
http://www.wikidata.org/entity/Q17181077,1992-08-19T00:00:00Z
http://www.wikidata.org/entity/Q1187478,1992-08-17T00:00:00Z
http://www.wikidata.org/entity/Q2277711,1992-08-17T00:00:00Z
http://www.wikidata.org/entity/Q3047499,1992-08-17T00:00:00Z
http://www.wikidata.org/entity/Q5279185,1992-08-17T00:00:00Z
http://www.wikidata.org/entity/Q6778437,1992-08-17T00:00:00Z
http://www.wikidata.org/entity/Q16762874,1992-08-17T00:00:00Z
http://www.wikidata.org/entity/Q4140539,1992-08-16T00:00:00Z
http://www.wikidata.org/entity/Q5274812,1992-08-16T00:00:00Z
http://www.wikidata.org/entity/Q6081671,1992-08-16T00:00:00Z
http://www.wikidata.org/entity/Q18619727,1992-08-16T00:00:00Z
http://www.wikidata.org/entity/Q6114095,1992-08-14T00:00:00Z
http://www.wikidata.org/entity/Q6118387,1992-08-14T00:00:00Z
http://www.wikidata.org/entity/Q440466,1992-08-13T00:00:00Z
http://www.wikidata.org/entity/Q4990223,1992-08-13T00:00:00Z
http://www.wikidata.org/entity/Q7331147,1992-08-13T00:00:00Z
http://www.wikidata.org/entity/Q124265,1992-08-12T00:00:00Z
http://www.wikidata.org/entity/Q1911387,1992-08-12T00:00:00Z
http://www.wikidata.org/entity/Q2029119,1992-08-12T00:00:00Z
http://www.wikidata.org/entity/Q6077970,1992-08-12T00:00:00Z
http://www.wikidata.org/entity/Q6758487,1992-08-12T00:00:00Z
http://www.wikidata.org/entity/Q19754766,1992-08-12T00:00:00Z
http://www.wikidata.org/entity/Q46372,1992-08-11T00:00:00Z
http://www.wikidata.org/entity/Q1194216,1992-08-11T00:00:00Z
http://www.wikidata.org/entity/Q7606148,1992-08-11T00:00:00Z
http://www.wikidata.org/entity/Q1686345,1992-08-10T00:00:00Z
http://www.wikidata.org/entity/Q7193526,1992-08-10T00:00:00Z
http://www.wikidata.org/entity/Q7333281,1992-08-10T00:00:00Z
http://www.wikidata.org/entity/Q15713539,1992-08-10T00:00:00Z
http://www.wikidata.org/entity/Q1016388,1992-08-09T00:00:00Z
http://www.wikidata.org/entity/Q936858,1992-08-08T00:00:00Z
http://www.wikidata.org/entity/Q5373335,1992-08-08T00:00:00Z
http://www.wikidata.org/entity/Q193964,1992-08-07T00:00:00Z
http://www.wikidata.org/entity/Q1390540,1992-08-07T00:00:00Z
http://www.wikidata.org/entity/Q2059156,1992-08-07T00:00:00Z
http://www.wikidata.org/entity/Q3286471,1992-08-07T00:00:00Z
http://www.wikidata.org/entity/Q3328610,1992-08-07T00:00:00Z
http://www.wikidata.org/entity/Q4467384,1992-08-07T00:00:00Z
http://www.wikidata.org/entity/Q1030439,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q4354038,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q5110177,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q6753602,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q15617029,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q15973074,1992-08-06T00:00:00Z
http://www.wikidata.org/entity/Q1708,1992-08-05T00:00:00Z
http://www.wikidata.org/entity/Q3805624,1992-08-05T00:00:00Z
http://www.wikidata.org/entity/Q8062490,1992-08-04T00:00:00Z
http://www.wikidata.org/entity/Q639739,1992-08-03T00:00:00Z
http://www.wikidata.org/entity/Q1160156,1992-08-03T00:00:00Z
http://www.wikidata.org/entity/Q4128499,1992-08-03T00:00:00Z
http://www.wikidata.org/entity/Q11867606,1992-08-03T00:00:00Z
http://www.wikidata.org/entity/Q5084390,1992-08-02T00:00:00Z
http://www.wikidata.org/entity/Q5817591,1992-08-02T00:00:00Z
http://www.wikidata.org/entity/Q1410784,1992-08-01T00:00:00Z
http://www.wikidata.org/entity/Q6737627,1992-08-01T00:00:00Z
http://www.wikidata.org/entity/Q3015087,1992-07-31T00:00:00Z
http://www.wikidata.org/entity/Q12808506,1992-07-31T00:00:00Z
http://www.wikidata.org/entity/Q8053228,1992-07-30T00:00:00Z
http://www.wikidata.org/entity/Q2605478,1992-07-29T00:00:00Z
http://www.wikidata.org/entity/Q3719233,1992-07-29T00:00:00Z
http://www.wikidata.org/entity/Q7152148,1992-07-29T00:00:00Z
http://www.wikidata.org/entity/Q15915389,1992-07-29T00:00:00Z
http://www.wikidata.org/entity/Q745235,1992-07-28T00:00:00Z
http://www.wikidata.org/entity/Q4848393,1992-07-28T00:00:00Z
http://www.wikidata.org/entity/Q16234879,1992-07-28T00:00:00Z
http://www.wikidata.org/entity/Q43661,1992-07-27T00:00:00Z
http://www.wikidata.org/entity/Q1053268,1992-07-27T00:00:00Z
http://www.wikidata.org/entity/Q1731820,1992-07-27T00:00:00Z
http://www.wikidata.org/entity/Q2084058,1992-07-27T00:00:00Z
http://www.wikidata.org/entity/Q3990585,1992-07-27T00:00:00Z
http://www.wikidata.org/entity/Q22131826,1992-07-27T00:00:00Z
http://www.wikidata.org/entity/Q5993499,1992-07-26T00:00:00Z
http://www.wikidata.org/entity/Q7938401,1992-07-26T00:00:00Z
http://www.wikidata.org/entity/Q122410,1992-07-25T00:00:00Z
http://www.wikidata.org/entity/Q8048060,1992-07-25T00:00:00Z
http://www.wikidata.org/entity/Q16125616,1992-07-25T00:00:00Z
http://www.wikidata.org/entity/Q17154230,1992-07-25T00:00:00Z
http://www.wikidata.org/entity/Q22340398,1992-07-25T00:00:00Z
http://www.wikidata.org/entity/Q11541846,1992-07-24T00:00:00Z
http://www.wikidata.org/entity/Q17522934,1992-07-24T00:00:00Z
http://www.wikidata.org/entity/Q22340510,1992-07-23T00:00:00Z
http://www.wikidata.org/entity/Q83287,1992-07-22T00:00:00Z
http://www.wikidata.org/entity/Q5800558,1992-07-22T00:00:00Z
http://www.wikidata.org/entity/Q7306576,1992-07-22T00:00:00Z
http://www.wikidata.org/entity/Q20987654,1992-07-22T00:00:00Z
http://www.wikidata.org/entity/Q1682912,1992-07-21T00:00:00Z
http://www.wikidata.org/entity/Q6758214,1992-07-21T00:00:00Z
http://www.wikidata.org/entity/Q18350383,1992-07-21T00:00:00Z
http://www.wikidata.org/entity/Q10514868,1992-07-19T00:00:00Z
http://www.wikidata.org/entity/Q17070837,1992-07-18T00:00:00Z
http://www.wikidata.org/entity/Q22166595,1992-07-18T00:00:00Z
http://www.wikidata.org/entity/Q1822720,1992-07-17T00:00:00Z
http://www.wikidata.org/entity/Q1912214,1992-07-17T00:00:00Z
http://www.wikidata.org/entity/Q2017096,1992-07-17T00:00:00Z
http://www.wikidata.org/entity/Q3047621,1992-07-17T00:00:00Z
http://www.wikidata.org/entity/Q5387886,1992-07-17T00:00:00Z
http://www.wikidata.org/entity/Q6892193,1992-07-17T00:00:00Z
http://www.wikidata.org/entity/Q1593122,1992-07-15T00:00:00Z
http://www.wikidata.org/entity/Q6438083,1992-07-15T00:00:00Z
http://www.wikidata.org/entity/Q7178502,1992-07-15T00:00:00Z
http://www.wikidata.org/entity/Q15401668,1992-07-15T00:00:00Z
http://www.wikidata.org/entity/Q822781,1992-07-14T00:00:00Z
http://www.wikidata.org/entity/Q5106787,1992-07-14T00:00:00Z
http://www.wikidata.org/entity/Q27049376,1992-07-14T00:00:00Z
http://www.wikidata.org/entity/Q1402153,1992-07-12T00:00:00Z
http://www.wikidata.org/entity/Q5219517,1992-07-12T00:00:00Z
http://www.wikidata.org/entity/Q7369461,1992-07-12T00:00:00Z
http://www.wikidata.org/entity/Q1801833,1992-07-11T00:00:00Z
http://www.wikidata.org/entity/Q22677930,1992-07-11T00:00:00Z
http://www.wikidata.org/entity/Q2377185,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q5303893,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q5485747,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q6469926,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q6470113,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q7852453,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q21993640,1992-07-10T00:00:00Z
http://www.wikidata.org/entity/Q516960,1992-07-09T00:00:00Z
http://www.wikidata.org/entity/Q554412,1992-07-09T00:00:00Z
http://www.wikidata.org/entity/Q3810781,1992-07-09T00:00:00Z
http://www.wikidata.org/entity/Q4493502,1992-07-09T00:00:00Z
http://www.wikidata.org/entity/Q5606853,1992-07-09T00:00:00Z
http://www.wikidata.org/entity/Q7508837,1992-07-09T00:00:00Z
http://www.wikidata.org/entity/Q288830,1992-07-08T00:00:00Z
http://www.wikidata.org/entity/Q291405,1992-07-08T00:00:00Z
http://www.wikidata.org/entity/Q438689,1992-07-08T00:00:00Z
http://www.wikidata.org/entity/Q3467441,1992-07-08T00:00:00Z
http://www.wikidata.org/entity/Q7299445,1992-07-08T00:00:00Z
http://www.wikidata.org/entity/Q2088059,1992-07-07T00:00:00Z
http://www.wikidata.org/entity/Q6114744,1992-07-07T00:00:00Z
http://www.wikidata.org/entity/Q6212305,1992-07-06T00:00:00Z
http://www.wikidata.org/entity/Q7901088,1992-07-06T00:00:00Z
http://www.wikidata.org/entity/Q10513388,1992-07-06T00:00:00Z
http://www.wikidata.org/entity/Q16224925,1992-07-06T00:00:00Z
http://www.wikidata.org/entity/Q17150398,1992-07-06T00:00:00Z
http://www.wikidata.org/entity/Q1912312,1992-07-05T00:00:00Z
http://www.wikidata.org/entity/Q7155560,1992-07-05T00:00:00Z
http://www.wikidata.org/entity/Q7282439,1992-07-05T00:00:00Z
http://www.wikidata.org/entity/Q15960512,1992-07-04T00:00:00Z
http://www.wikidata.org/entity/Q24007186,1992-07-04T00:00:00Z
http://www.wikidata.org/entity/Q22265085,1992-07-03T00:00:00Z
http://www.wikidata.org/entity/Q3704993,1992-07-02T00:00:00Z
http://www.wikidata.org/entity/Q5644497,1992-07-02T00:00:00Z
http://www.wikidata.org/entity/Q6274594,1992-07-02T00:00:00Z
http://www.wikidata.org/entity/Q20641563,1992-07-02T00:00:00Z
http://www.wikidata.org/entity/Q647946,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q4980494,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q5109638,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q5373302,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q7929785,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q15712000,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q18378470,1992-07-01T00:00:00Z
http://www.wikidata.org/entity/Q1400873,1992-06-30T00:00:00Z
http://www.wikidata.org/entity/Q3081525,1992-06-30T00:00:00Z
http://www.wikidata.org/entity/Q16229639,1992-06-30T00:00:00Z
http://www.wikidata.org/entity/Q19359162,1992-06-30T00:00:00Z
http://www.wikidata.org/entity/Q3032703,1992-06-29T00:00:00Z
http://www.wikidata.org/entity/Q4699335,1992-06-29T00:00:00Z
http://www.wikidata.org/entity/Q16234982,1992-06-29T00:00:00Z
http://www.wikidata.org/entity/Q152067,1992-06-28T00:00:00Z
http://www.wikidata.org/entity/Q1331238,1992-06-28T00:00:00Z
http://www.wikidata.org/entity/Q8061519,1992-06-28T00:00:00Z
http://www.wikidata.org/entity/Q483633,1992-06-27T00:00:00Z
http://www.wikidata.org/entity/Q6276600,1992-06-27T00:00:00Z
http://www.wikidata.org/entity/Q6416032,1992-06-27T00:00:00Z
http://www.wikidata.org/entity/Q19564111,1992-06-27T00:00:00Z
http://www.wikidata.org/entity/Q23762465,1992-06-27T00:00:00Z
http://www.wikidata.org/entity/Q356797,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q627033,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q921060,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q4775871,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q6968388,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q7938631,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q10543829,1992-06-26T00:00:00Z
http://www.wikidata.org/entity/Q822152,1992-06-25T00:00:00Z
http://www.wikidata.org/entity/Q1756556,1992-06-25T00:00:00Z
http://www.wikidata.org/entity/Q3160420,1992-06-25T00:00:00Z
http://www.wikidata.org/entity/Q16227142,1992-06-25T00:00:00Z
http://www.wikidata.org/entity/Q18159165,1992-06-25T00:00:00Z
http://www.wikidata.org/entity/Q1355461,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q1726581,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q5664718,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q6077213,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q6187117,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q18636444,1992-06-24T00:00:00Z
http://www.wikidata.org/entity/Q681110,1992-06-23T00:00:00Z
http://www.wikidata.org/entity/Q3133386,1992-06-23T00:00:00Z
http://www.wikidata.org/entity/Q3260789,1992-06-23T00:00:00Z
http://www.wikidata.org/entity/Q4216007,1992-06-23T00:00:00Z
http://www.wikidata.org/entity/Q18753809,1992-06-23T00:00:00Z
http://www.wikidata.org/entity/Q7701953,1992-06-22T00:00:00Z
http://www.wikidata.org/entity/Q6348095,1992-06-21T00:00:00Z
http://www.wikidata.org/entity/Q7573974,1992-06-21T00:00:00Z
http://www.wikidata.org/entity/Q7148174,1992-06-20T00:00:00Z
http://www.wikidata.org/entity/Q15080570,1992-06-20T00:00:00Z
http://www.wikidata.org/entity/Q4755267,1992-06-19T00:00:00Z
http://www.wikidata.org/entity/Q5006569,1992-06-19T00:00:00Z
http://www.wikidata.org/entity/Q5461845,1992-06-18T00:00:00Z
http://www.wikidata.org/entity/Q6372134,1992-06-18T00:00:00Z
http://www.wikidata.org/entity/Q16731933,1992-06-18T00:00:00Z
http://www.wikidata.org/entity/Q6138984,1992-06-17T00:00:00Z
http://www.wikidata.org/entity/Q7383831,1992-06-17T00:00:00Z
http://www.wikidata.org/entity/Q7614500,1992-06-17T00:00:00Z
http://www.wikidata.org/entity/Q19160305,1992-06-17T00:00:00Z
http://www.wikidata.org/entity/Q19968864,1992-06-17T00:00:00Z
http://www.wikidata.org/entity/Q459305,1992-06-16T00:00:00Z
http://www.wikidata.org/entity/Q1647305,1992-06-16T00:00:00Z
http://www.wikidata.org/entity/Q4801567,1992-06-16T00:00:00Z
http://www.wikidata.org/entity/Q6481356,1992-06-15T00:00:00Z
http://www.wikidata.org/entity/Q23771800,1992-06-15T00:00:00Z
http://www.wikidata.org/entity/Q779973,1992-06-13T00:00:00Z
http://www.wikidata.org/entity/Q1957321,1992-06-13T00:00:00Z
http://www.wikidata.org/entity/Q4666488,1992-06-13T00:00:00Z
http://www.wikidata.org/entity/Q433606,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q2641405,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q5219815,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q5270081,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q6788563,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q10554558,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q21066486,1992-06-12T00:00:00Z
http://www.wikidata.org/entity/Q178046,1992-06-11T00:00:00Z
http://www.wikidata.org/entity/Q427270,1992-06-11T00:00:00Z
http://www.wikidata.org/entity/Q3180649,1992-06-11T00:00:00Z
http://www.wikidata.org/entity/Q15072802,1992-06-11T00:00:00Z
http://www.wikidata.org/entity/Q1579687,1992-06-10T00:00:00Z
http://www.wikidata.org/entity/Q19577593,1992-06-10T00:00:00Z
http://www.wikidata.org/entity/Q312872,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q1496708,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q5290949,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q5290987,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q6957837,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q7281956,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q16127558,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q19878924,1992-06-09T00:00:00Z
http://www.wikidata.org/entity/Q3874547,1992-06-08T00:00:00Z
http://www.wikidata.org/entity/Q4907211,1992-06-08T00:00:00Z
http://www.wikidata.org/entity/Q7442842,1992-06-08T00:00:00Z
http://www.wikidata.org/entity/Q153146,1992-06-07T00:00:00Z
http://www.wikidata.org/entity/Q7938615,1992-06-07T00:00:00Z
http://www.wikidata.org/entity/Q17302809,1992-06-07T00:00:00Z
http://www.wikidata.org/entity/Q2891125,1992-06-06T00:00:00Z
http://www.wikidata.org/entity/Q5243831,1992-06-06T00:00:00Z
http://www.wikidata.org/entity/Q6880950,1992-06-06T00:00:00Z
http://www.wikidata.org/entity/Q16234959,1992-06-06T00:00:00Z
http://www.wikidata.org/entity/Q240668,1992-06-05T00:00:00Z
http://www.wikidata.org/entity/Q3610782,1992-06-05T00:00:00Z
http://www.wikidata.org/entity/Q241895,1992-06-04T00:00:00Z
http://www.wikidata.org/entity/Q5934494,1992-06-04T00:00:00Z
http://www.wikidata.org/entity/Q6957609,1992-06-04T00:00:00Z
http://www.wikidata.org/entity/Q26329078,1992-06-04T00:00:00Z
http://www.wikidata.org/entity/Q38274,1992-06-03T00:00:00Z
http://www.wikidata.org/entity/Q6397099,1992-06-03T00:00:00Z
http://www.wikidata.org/entity/Q6932940,1992-06-03T00:00:00Z
http://www.wikidata.org/entity/Q6351865,1992-06-02T00:00:00Z
http://www.wikidata.org/entity/Q19661947,1992-06-02T00:00:00Z
http://www.wikidata.org/entity/Q4739794,1992-06-01T00:00:00Z
http://www.wikidata.org/entity/Q4886567,1992-06-01T00:00:00Z
http://www.wikidata.org/entity/Q7086568,1992-06-01T00:00:00Z
http://www.wikidata.org/entity/Q15206437,1992-06-01T00:00:00Z
http://www.wikidata.org/entity/Q16740287,1992-06-01T00:00:00Z
http://www.wikidata.org/entity/Q289617,1992-05-31T00:00:00Z
http://www.wikidata.org/entity/Q222851,1992-05-30T00:00:00Z
http://www.wikidata.org/entity/Q2519395,1992-05-30T00:00:00Z
http://www.wikidata.org/entity/Q6791737,1992-05-30T00:00:00Z
http://www.wikidata.org/entity/Q7384341,1992-05-30T00:00:00Z
http://www.wikidata.org/entity/Q7792262,1992-05-30T00:00:00Z
http://www.wikidata.org/entity/Q3087054,1992-05-29T00:00:00Z
http://www.wikidata.org/entity/Q6774140,1992-05-29T00:00:00Z
http://www.wikidata.org/entity/Q3851802,1992-05-28T00:00:00Z
http://www.wikidata.org/entity/Q5042105,1992-05-28T00:00:00Z
http://www.wikidata.org/entity/Q7490466,1992-05-28T00:00:00Z
http://www.wikidata.org/entity/Q254521,1992-05-27T00:00:00Z
http://www.wikidata.org/entity/Q453151,1992-05-26T00:00:00Z
http://www.wikidata.org/entity/Q537870,1992-05-26T00:00:00Z
http://www.wikidata.org/entity/Q6526025,1992-05-26T00:00:00Z
http://www.wikidata.org/entity/Q16234598,1992-05-26T00:00:00Z
http://www.wikidata.org/entity/Q18354012,1992-05-26T00:00:00Z
http://www.wikidata.org/entity/Q20740544,1992-05-26T00:00:00Z
http://www.wikidata.org/entity/Q5797566,1992-05-25T00:00:00Z
http://www.wikidata.org/entity/Q6001536,1992-05-25T00:00:00Z
http://www.wikidata.org/entity/Q6004798,1992-05-25T00:00:00Z
http://www.wikidata.org/entity/Q3998042,1992-05-24T00:00:00Z
http://www.wikidata.org/entity/Q6536619,1992-05-24T00:00:00Z
http://www.wikidata.org/entity/Q20983617,1992-05-24T00:00:00Z
http://www.wikidata.org/entity/Q7366794,1992-05-23T00:00:00Z
http://www.wikidata.org/entity/Q1688332,1992-05-22T00:00:00Z
http://www.wikidata.org/entity/Q3294642,1992-05-22T00:00:00Z
